"name","count","countries","cities","roles","samples","etoStatus"
"Son","1","Norway","Son","to","Oslo Gardermoen Airport (OSL) -> Son","present_exact"
"Songkhla Province","2","Thailand","Songkhla Province","to","Phuket International Airport (HKT) -> Songkhla Province || Phuket International Airport (HKT) -> Songkhla Province","present_exact"
"Sorgun","3","Turkey","Sorgun","to","Antalya Airport (AYT) -> Sorgun || Antalya Airport (AYT) -> Sorgun || Antalya Airport (AYT) -> Sorgun","present_exact"
"Sotira","1","Cyprus","Sotira","to","Larnaca Airport (LCA) -> Sotira","present_exact"
"Southhampton","4","United Kingdom","Southhampton","to","London Heathrow Airport (LHR) -> Southhampton || London Heathrow Airport (LHR) -> Southhampton || London Heathrow Airport (LHR) -> Southhampton","present_exact"
"Stavanger","1","Norway","Stavanger","to","Oslo Gardermoen Airport (OSL) -> Stavanger","present_exact"
"Stavropol'","6","Russia","Stavropol'","to","Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol'","present_exact"
"Stavropol' Shpakovskoye Airport (STW)","6","Russia","Stavropol'","from","Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol' || Stavropol' Shpakovskoye Airport (STW) -> Stavropol'","present_exact"
"Stockholm Arlanda Airport (ARN)","86","Sweden","Bromma district, Stockholm|Danderyd municipality|Ekerö municipality|Enköping town|Farsta district, Stockholm|Grisslehamn|Gustavsberg town|Gävle town|Gåshaga|Hammarby Sjöstad district, Stockholm|Haninge municipality|Hässelby district, Stockholm|Jakobsberg|Johanneshov district, Stockholm|Kapellskär port|Kista district, Stockholm|Köping locality|Lidingö|Märsta suburban area, Stockholm|Nacka suburban area, Stockholm|Nacka, Sweden|Norrtälje town|Nyköping town|Port of Stockholm (Nynäshamn)|Saltsjöbaden locality|Sigtuna town|Skarpnäck district, Stockholm|Skogås locality|Sollentuna municipality|Solna municipality|Stockholm Arlanda Airport (ARN)|Stockholm city center|Sundbyberg town|Södertälje city|Tyresö municipality / Tyreso|Täby|Uppsala city|Vaxolm locality|Värmdö municipality / Varmdo|Västerås city|Älvsjö district (Alvsjo), Stockholm|Åkersberga locality|Årsta district, Stockholm","from|to","Stockholm Arlanda Airport (ARN) -> Bromma district, Stockholm || Stockholm Arlanda Airport (ARN) -> Bromma district, Stockholm || Stockholm Arlanda Airport (ARN) -> Danderyd municipality","present_exact"
"Stockholm Bromma Airport (BMA)","2","Sweden","Stockholm city center","from","Stockholm Bromma Airport (BMA) -> Stockholm city center || Stockholm Bromma Airport (BMA) -> Stockholm city center","present_exact"
"Stockholm city center","15","Norway|Sweden","Stockholm city center","to","Oslo Gardermoen Airport (OSL) -> Stockholm city center || Port of Stockholm (Frihamnen) -> Stockholm city center || Port of Stockholm (Frihamnen) -> Stockholm city center","present_exact"
"Stockholm Skavsta Airport (NYO)","2","Sweden","Stockholm city center","from","Stockholm Skavsta Airport (NYO) -> Stockholm city center || Stockholm Skavsta Airport (NYO) -> Stockholm city center","present_exact"
"Strømmen","1","Norway","Strømmen","to","Oslo Gardermoen Airport (OSL) -> Strømmen","present_exact"
"Suez city centre","2","Egypt","Suez city centre","to","Cairo International Airport (CAI) -> Suez city centre || Cairo International Airport (CAI) -> Suez city centre","present_exact"
"Sukhothai disctrict","2","Thailand","Sukhothai disctrict","to","Chiang Mai International Airport (CNX) -> Sukhothai disctrict || Chiang Mai International Airport (CNX) -> Sukhothai disctrict","present_exact"
"Sukhumvit Road, Bangkok","4","Thailand","Sukhumvit Road, Bangkok","to","Bangkok Don Muang Airport (DMK) -> Sukhumvit Road, Bangkok || Bangkok Don Muang Airport (DMK) -> Sukhumvit Road, Bangkok || Bangkok Suvarnabhumi Airport (BKK) -> Sukhumvit Road, Bangkok","present_exact"
"Sundbyberg town","2","Sweden","Sundbyberg town","to","Stockholm Arlanda Airport (ARN) -> Sundbyberg town || Stockholm Arlanda Airport (ARN) -> Sundbyberg town","present_exact"
"Sundsvall","1","Sweden","Sundsvall","to","Sundsvall Airport (SDL) -> Sundsvall","present_exact"
"Sundsvall Airport (SDL)","1","Sweden","Sundsvall","from","Sundsvall Airport (SDL) -> Sundsvall","present_exact"
"Sunland+Tujunga","14","United States of America","Sunland+Tujunga","to","John Wayne Airport (SNA) -> Sunland+Tujunga || John Wayne Airport (SNA) -> Sunland+Tujunga || John Wayne Airport (SNA) -> Sunland+Tujunga","present_exact"
"Surat Thani Airport (URT)","48","Thailand","Ao Luek District, Krabi|Ao Nang, Krabi|Chalong, Mueang, Phuket|Choeng Thale|Don Sak Pier, Surat Thani|Kamala beach, Phuket|Kao Lanta Pier Thailand|Karon Beach, Phuket|Kata Village and Beach, Phuket|Khao Lak, Phang Nga|Khao Sok National Park, Surat Thani|Ko Kaeo, Muaeng, Phuket|Mai Khao, Maikhao Phuket|Pa Khlok, Phuket|PaTong, Phuket|Phuket International Airport (HKT)|Phuket Island to delete|Phuket town|Ratsada, Mueang, Phuket|Rawai, Mueang, Phuket|Sakhu, Phuket|Surat Thani Airport (URT)|Surat Thani district|Wichit, Mueang, Phuket","from|to","Surat Thani Airport (URT) -> Ao Luek District, Krabi || Surat Thani Airport (URT) -> Ao Luek District, Krabi || Surat Thani Airport (URT) -> Ao Nang, Krabi","present_exact"
"Surat Thani district","8","Thailand","Surat Thani district","to","Krabi International Airport (KBV) -> Surat Thani district || Krabi International Airport (KBV) -> Surat Thani district || Phuket International Airport (HKT) -> Surat Thani district","present_exact"
"Surat Thani Town","4","Thailand","Surat Thani Town","to","Phuket International Airport (HKT) -> Surat Thani Town || Phuket International Airport (HKT) -> Surat Thani Town || Phuket International Airport (HKT) -> Surat Thani Town","present_exact"
"Surgut","7","Russia","Surgut","to","Surgut International Airport (SGC) -> Surgut || Surgut International Airport (SGC) -> Surgut || Surgut International Airport (SGC) -> Surgut","present_exact"
"Surgut International Airport (SGC)","7","Russia","Surgut","from","Surgut International Airport (SGC) -> Surgut || Surgut International Airport (SGC) -> Surgut || Surgut International Airport (SGC) -> Surgut","present_exact"
"Suwon","10","South Korea","Suwon","to","Seoul Gimpo Airport (GMP) -> Suwon || Seoul Gimpo Airport (GMP) -> Suwon || Seoul Gimpo Airport (GMP) -> Suwon","present_exact"
"Svetlogorsk","6","Russia","Svetlogorsk","to","Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk || Kaliningrad Khrabrovo Airport (KGD) -> Svetlogorsk","present_exact"
"Syvasenvaar","2","Finland","Syvasenvaar","to","Rovaniemi Airport (RVN) -> Syvasenvaar || Rovaniemi Airport (RVN) -> Syvasenvaar","present_exact"
"Taba","2","Egypt","Taba","to","Sharm el-Sheikh International Airport (SSH) -> Taba || Sharm el-Sheikh International Airport (SSH) -> Taba","present_exact"
"Täby","2","Sweden","Täby","to","Stockholm Arlanda Airport (ARN) -> Täby || Stockholm Arlanda Airport (ARN) -> Täby","present_exact"
"Taganrog","1","Russia","Taganrog","to","Rostov-on-Don Platov Airport (ROV) -> Taganrog","present_exact"
"Tai Po","4","China","Tai Po","to","Hong Kong Airport (HKG) -> Tai Po || Hong Kong Airport (HKG) -> Tai Po || Hong Kong Airport (HKG) -> Tai Po","present_exact"
"Taichung Airport (RMQ)","6","Taiwan","Nantou City|Taichung City","from","Taichung Airport (RMQ) -> Nantou City || Taichung Airport (RMQ) -> Nantou City || Taichung Airport (RMQ) -> Nantou City","present_exact"
"Taichung City","3","Taiwan","Taichung City","to","Taichung Airport (RMQ) -> Taichung City || Taichung Airport (RMQ) -> Taichung City || Taichung Airport (RMQ) -> Taichung City","present_exact"
"Taipei","6","Taiwan","Taipei","to","Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei || Taipei Songshan Airport (TSA) -> Taipei","present_exact"
"Taipei Songshan Airport (TSA)","12","Taiwan","Keelung City|New Taipei|Taipei|Taoyuan City","from","Taipei Songshan Airport (TSA) -> Keelung City || Taipei Songshan Airport (TSA) -> Keelung City || Taipei Songshan Airport (TSA) -> Keelung City","present_exact"
"Taipei Taiwan Taoyuan Airport (TPE)","12","Taiwan","Keelung City|New Taipei|Taipei|Taoyuan City","from","Taipei Taiwan Taoyuan Airport (TPE) -> Keelung City || Taipei Taiwan Taoyuan Airport (TPE) -> Keelung City || Taipei Taiwan Taoyuan Airport (TPE) -> Keelung City","present_exact"
"Tala","2","Cyprus","Tala","to","Larnaca Airport (LCA) -> Tala || Paphos Airport (PFO) -> Tala","present_exact"
"Taling Ngam Thailand","5","Thailand","Taling Ngam Thailand","to","Koh Samui - Mae Nam Port (Surat Thani ) -> Taling Ngam Thailand || Samui International Airport (USM) -> Taling Ngam Thailand || Samui International Airport (USM) -> Taling Ngam Thailand","present_exact"
"Tallinn","4","Estonia","Tallinn","to","Tallinn airport (TLL) -> Tallinn || Tallinn airport (TLL) -> Tallinn || Tallinn airport (TLL) -> Tallinn","present_exact"
"Tallinn airport (TLL)","4","Estonia","Tallinn","from","Tallinn airport (TLL) -> Tallinn || Tallinn airport (TLL) -> Tallinn || Tallinn airport (TLL) -> Tallinn","present_exact"
"Tameslouht","7","Morocco","Tameslouht","to","Marrakesh Menara Airport (RAK) -> Tameslouht || Marrakesh Menara Airport (RAK) -> Tameslouht || Marrakesh Menara Airport (RAK) -> Tameslouht","present_exact"
"Tampere","3","Finland","Tampere","to","Helsinki Vantaa airport (HEL) -> Tampere || Helsinki Vantaa airport (HEL) -> Tampere || Helsinki Vantaa airport (HEL) -> Tampere","present_exact"
"Tankhoi","2","Russia","Tankhoi","to","International Airport Irkutsk (IKT) -> Tankhoi || International Airport Irkutsk (IKT) -> Tankhoi","present_exact"
"Taoyuan City","6","Taiwan","Taoyuan City","to","Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City || Taipei Songshan Airport (TSA) -> Taoyuan City","present_exact"
"Tarabya, Sariyer, Zekeriyakoy","8","Turkey","Istanbul","to|from","Istanbul Airport (IST) -> Tarabya, Sariyer, Zekeriyakoy || Istanbul Airport (IST) -> Tarabya, Sariyer, Zekeriyakoy || Istanbul Sabiha Gokcen Airport (SAW) -> Tarabya, Sariyer, Zekeriyakoy","present_exact"
"Tarvantie","2","Finland","Tarvantie","to","Rovaniemi Airport (RVN) -> Tarvantie || Rovaniemi Airport (RVN) -> Tarvantie","present_exact"
"Tashkent","2","Uzbekistan","Tashkent","to","Tashkent International Airport (TAS) -> Tashkent || Tashkent International Airport (TAS) -> Tashkent","present_exact"
"Tashkent International Airport (TAS)","2","Uzbekistan","Tashkent","from","Tashkent International Airport (TAS) -> Tashkent || Tashkent International Airport (TAS) -> Tashkent","present_exact"
"Tasoultante","7","Morocco","Tasoultante","to","Marrakesh Menara Airport (RAK) -> Tasoultante || Marrakesh Menara Airport (RAK) -> Tasoultante || Marrakesh Menara Airport (RAK) -> Tasoultante","present_exact"
"Tbilisi","8","Georgia","Tbilisi|Tbilisi Shota Rustaveli Airport (TBS)","to|from","Tbilisi Shota Rustaveli Airport (TBS) -> Tbilisi || Tbilisi Shota Rustaveli Airport (TBS) -> Tbilisi || Tbilisi Shota Rustaveli Airport (TBS) -> Tbilisi","present_exact"
"Tbilisi Shota Rustaveli Airport (TBS)","9","Georgia","Signagi|Tbilisi|Tbilisi Shota Rustaveli Airport (TBS)","from|to","Tbilisi Shota Rustaveli Airport (TBS) -> Signagi || Tbilisi Shota Rustaveli Airport (TBS) -> Tbilisi || Tbilisi Shota Rustaveli Airport (TBS) -> Tbilisi","present_exact"
"Tekirova","4","Turkey","Tekirova","to","Antalya Airport (AYT) -> Tekirova || Antalya Airport (AYT) -> Tekirova || Antalya Airport (AYT) -> Tekirova","present_exact"
"Tenerife North Airport (TFN)","3","Spain","Costa Adeje","from","Tenerife North Airport (TFN) -> Costa Adeje || Tenerife North Airport (TFN) -> Costa Adeje || Tenerife North Airport (TFN) -> Costa Adeje","present_exact"
"Tenerife South Airport (TFS)","3","Spain","Costa Adeje","from","Tenerife South Airport (TFS) -> Costa Adeje || Tenerife South Airport (TFS) -> Costa Adeje || Tenerife South Airport (TFS) -> Costa Adeje","present_exact"
"Tersefanou","1","Cyprus","Tersefanou","to","Larnaca Airport (LCA) -> Tersefanou","present_exact"
"Thai Mueang, Phang Nga","2","Thailand","Thai Mueang, Phang Nga","to","Phuket International Airport (HKT) -> Thai Mueang, Phang Nga || Phuket International Airport (HKT) -> Thai Mueang, Phang Nga","present_exact"
"Thap Lamu Pier, Phang Nga","2","Thailand","Thap Lamu Pier, Phang Nga","to","Phuket International Airport (HKT) -> Thap Lamu Pier, Phang Nga || Phuket International Airport (HKT) -> Thap Lamu Pier, Phang Nga","present_exact"
"Thap Put, Phang Nga","2","Thailand","Thap Put, Phang Nga","to","Phuket International Airport (HKT) -> Thap Put, Phang Nga || Phuket International Airport (HKT) -> Thap Put, Phang Nga","present_exact"
"Thep Krasatti, Phuket","2","Thailand","Thep Krasatti, Phuket","to","Phuket International Airport (HKT) -> Thep Krasatti, Phuket || Phuket International Airport (HKT) -> Thep Krasatti, Phuket","present_exact"
"Thousand Oaks+Simi Valley","14","United States of America","Thousand Oaks+Simi Valley","to","John Wayne Airport (SNA) -> Thousand Oaks+Simi Valley || John Wayne Airport (SNA) -> Thousand Oaks+Simi Valley || John Wayne Airport (SNA) -> Thousand Oaks+Simi Valley","present_exact"
"Titreyengol lake","3","Turkey","Titreyengol lake","to","Antalya Airport (AYT) -> Titreyengol lake || Antalya Airport (AYT) -> Titreyengol lake || Antalya Airport (AYT) -> Titreyengol lake","present_exact"
"Tofino","3","Canada","Tofino","to","Vancouver Airport (YVR) -> Tofino || Vancouver Airport (YVR) -> Tofino || Vancouver Airport (YVR) -> Tofino","present_exact"
"Tokyo (within 23 wards)","32","Japan","Disney Area, Tokyo|Gunma district|Kamakura|Karuizawa|Mount Fuji, Hakone|Tokyo (within 23 wards)|Tokyo Haneda Airport (HND)|Tokyo Narita Airport (NRT)|Yokohama port","from|to","Tokyo (within 23 wards) -> Disney Area, Tokyo || Tokyo (within 23 wards) -> Disney Area, Tokyo || Tokyo (within 23 wards) -> Disney Area, Tokyo","present_exact"
"Tokyo Haneda Airport (HND)","25","Japan","Disney Area, Tokyo|Gunma district|Kamakura|Karuizawa|Mount Fuji, Hakone|Tokyo (within 23 wards)|Tokyo Haneda Airport (HND)|Yokohama port","from|to","Tokyo Haneda Airport (HND) -> Disney Area, Tokyo || Tokyo Haneda Airport (HND) -> Disney Area, Tokyo || Tokyo Haneda Airport (HND) -> Disney Area, Tokyo","present_exact"
"Tokyo Narita Airport (NRT)","28","Japan","Disney Area, Tokyo|Gunma district|Kamakura|Karuizawa|Mount Fuji, Hakone|Tokyo (within 23 wards)|Tokyo Narita Airport (NRT)|Yokohama City|Yokohama port","from|to","Tokyo Narita Airport (NRT) -> Disney Area, Tokyo || Tokyo Narita Airport (NRT) -> Disney Area, Tokyo || Tokyo Narita Airport (NRT) -> Disney Area, Tokyo","present_exact"
"Tolyatti","5","Russia","Tolyatti","to","Samara Kurumoch International Airport (KUF) -> Tolyatti || Samara Kurumoch International Airport (KUF) -> Tolyatti || Samara Kurumoch International Airport (KUF) -> Tolyatti","present_exact"
"Tomsk","4","Russia","Tomsk","to","Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk","present_exact"
"Tomsk Bogashevo Airport (TOF)","4","Russia","Tomsk","from","Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk || Tomsk Bogashevo Airport (TOF) -> Tomsk","present_exact"
"Torba","2","Turkey","Torba","to","Milas–Bodrum International Airport (BJV) -> Torba || Milas–Bodrum International Airport (BJV) -> Torba","present_exact"
"Tornio/Haaparanta","3","Finland","Tornio/Haaparanta","to","Helsinki Vantaa airport (HEL) -> Tornio/Haaparanta || Helsinki Vantaa airport (HEL) -> Tornio/Haaparanta || Helsinki Vantaa airport (HEL) -> Tornio/Haaparanta","present_exact"
"Toronto","1","Canada","Toronto","to","Toronto Lester B. Pearson Airport (YYZ) -> Toronto","present_exact"
"Toronto Lester B. Pearson Airport (YYZ)","1","Canada","Toronto","from","Toronto Lester B. Pearson Airport (YYZ) -> Toronto","present_exact"
"Torp Sandefjord Airport (TRF)","3","Norway","Oslo|Oslo Gardermoen Airport (OSL)|Torp Sandefjord Airport (TRF)","from|to","Torp Sandefjord Airport (TRF) -> Oslo || Torp Sandefjord Airport (TRF) -> Oslo Gardermoen Airport (OSL) || Oslo Gardermoen Airport (OSL) -> Torp Sandefjord Airport (TRF)","present_exact"
"Torrance","21","United States of America","Torrance","to","Long Beach Airport (LGB) -> Torrance || Long Beach Airport (LGB) -> Torrance || Long Beach Airport (LGB) -> Torrance","present_exact"
"Tosmur","3","Turkey","Tosmur","to","Antalya Airport (AYT) -> Tosmur || Antalya Airport (AYT) -> Tosmur || Antalya Airport (AYT) -> Tosmur","present_exact"
"Toulouse","3","France","Toulouse","to","Toulouse–Blagnac Airport (TLS) -> Toulouse || Toulouse–Blagnac Airport (TLS) -> Toulouse || Toulouse–Blagnac Airport (TLS) -> Toulouse","present_exact"
